Response_ID,Age,Gender,Income,Occupation,Gym_Days_Per_Week,Workout_Type,Gym_Duration_Years,Hist_Foot_Infection,Forgetting_Freq,Primary_Pain_Point,Prev_Foot_Care,Hygiene_Score,Skin_Sensitivity,Imp_Material,Imp_Antibacterial,Imp_Antimicrobial,Imp_Price,Imp_Lifestyle_Fit,Imp_Brand,Monthly_Activewear_Spend,WTP_Disposable_Socks,Max_WTP_Per_Pair,Subscription_Interest,Eco_Trend_Score,Vendor_Trust_Score,QC_Score,Preferred_Pack,Primary_Purchase_Driver,Brand_Stigma,Open_Ended_Reason,Owns_Gym_Bag,Owns_Shaker_Bottle,Buys_Sweat_Towel,Buys_Body_Wipes,Buys_Deodorant_Sticks,Interested_Disposable_Underwear,Uses_Foot_Powder_Insert,Buys_Blister_Plasters,Uses_Muscle_Recovery_Balm,Products_Purchased_Together,Recency_Days,Frequency_Purchases_6M,Monetary_Spend_6M
398,24,Male,100k+,Corporate,6,Yoga,2,Yes,1,Odor,No,7,Normal,5,3,3,3,4,4,336.16,1,35+,4,5,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,35,5,350.39
399,17,Male,30k-50k,Student,4,Yoga,2,Yes,2,Tightness,1,8,Sensitive,4,3,5,3,4,5,241.43,1,15-25,4,5,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,51,3,172.67
400,24,Female,30k-50k,Student,5,Weights,3,Yes,4,Blisters,0,7,0,3,4,3,2,4,1,149.56,0,15-25,2,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Gym_Bag; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,51,5,185.32
401,23,Female,Under_30k,Blue_Collar,7,Weights,3,No,5,Blisters,0,8,0,3,5,2,2,3,1,115.23,0,Under_15,2,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,35,4,105.83
402,37,Female,100k+,Entrepreneur,4,Pilates,2,Yes,2,Blisters,Yes,10,Normal,5,3,4,4,4,5,317.82,1,35+,4,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,45,4,323.23
403,18,Female,Under_30k,Corporate,5,Weights,3,No,2,Blisters,0,7,0,4,4,3,2,4,2,147.34,0,15-25,2,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,No,No,No,No,Yes,Yes,Gym_Bag; Sweat_Towel; Blister_Plasters; Muscle_Recovery_Balm,31,2,85.86
404,23,Male,100k+,Corporate,2,Cardio,2,No,4,Odor,0,6,0,3,4,5,4,3,2,192.98,1,15-25,3,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,No,Yes,Yes,No,Yes,No,Disposable_Socks; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,52,2,153.46
405,36,Male,100k+,Corporate,3,Cardio,2,Yes,5,Odor,0,8,0,3,4,4,4,3,1,217.9,1,15-25,2,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,No,Yes,Yes,Yes,No,No,Disposable_Socks; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,48,4,175.06
406,30,Female,50k-100k,Corporate,5,Yoga,2,Yes,1,Blisters,No,8,Normal,5,2,4,3,3,5,379.66,1,25-35,3,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Muscle_Recovery_Balm,24,6,394.06
407,20,Female,30k-50k,Student,4,Yoga,2,Yes,2,Tightness,1,9,Normal,5,4,4,3,5,4,270.83,1,15-25,2,3,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,53,4,243.41
408,16,Female,Under_30k,Student,4,Yoga,2,Yes,1,Tightness,1,8,Sensitive,5,3,5,3,5,4,213.89,1,15-25,4,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,33,4,199.34
409,27,Male,100k+,Corporate,3,Cardio,2,Yes,5,Odor,0,6,0,4,5,5,4,3,2,172.31,1,15-25,1,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,54,1,120.98
410,26,Female,30k-50k,Student,5,Weights,3,No,3,Blisters,0,6,0,4,4,3,2,3,1,146.84,0,15-25,1,2,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,Yes,No,Yes,Yes,Yes,Gym_Bag; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,42,2,94.5
411,17,Male,30k-50k,Blue_Collar,7,Weights,3,No,3,Blisters,0,5,0,3,4,2,2,3,1,155.92,0,Under_15,1,2,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,45,5,166.68
412,18,Female,Under_30k,Student,7,Yoga,2,Yes,3,Tightness,1,8,Sensitive,5,5,4,3,5,5,288.56,1,15-25,4,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,38,8,307.55
413,24,Male,30k-50k,Blue_Collar,5,Weights,3,No,4,Blisters,0,2,0,3,4,3,1,4,1,132.26,0,Under_15,1,1,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,Yes,Yes,No,No,No,Yes,Yes,Sweat_Towel; Body_Wipes; Blister_Plasters; Muscle_Recovery_Balm,38,2,101.13
414,39,Female,100k+,Corporate,4,Pilates,2,Yes,1,Blisters,No,8,Normal,5,3,4,4,4,4,405.44,1,25-35,4,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,No,Yes,No,No,Yes,Yes,Disposable_Socks; Gym_Bag; Deodorant_Sticks; Blister_Plasters; Muscle_Recovery_Balm,27,5,339.85
415,25,Male,30k-50k,Student,5,Weights,3,Yes,3,Blisters,0,6,0,3,5,2,2,3,1,132.65,0,Under_15,2,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Gym_Bag; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,42,2,85.35
416,32,Male,100k+,Entrepreneur,4,Pilates,2,Yes,2,Blisters,Yes,8,Normal,5,3,4,4,3,4,361.19,1,25-35,3,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Disposable_Socks; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,48,4,282.79
417,26,Female,Under_30k,Blue_Collar,6,Weights,3,Yes,3,Blisters,0,4,0,4,5,2,2,4,1,140.59,0,Under_15,2,1,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,Yes,No,No,No,Yes,Yes,No,Shaker_Bottle; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters,36,2,86.7
418,26,Female,50k-100k,Corporate,1,Cardio,2,No,4,Odor,0,6,0,3,3,5,5,2,2,157.43,1,25-35,2,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,Yes,Yes,No,No,No,No,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks,50,1,108.95
419,20,Female,Under_30k,Student,5,Yoga,2,Yes,3,Tightness,1,8,Normal,5,4,4,4,5,4,180.25,1,15-25,4,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,No,No,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,39,5,193.96
420,21,Female,Under_30k,Student,2,Yoga,2,Yes,5,Tightness,1,8,Sensitive,5,3,5,4,5,5,169.0,1,15-25,4,4,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,24,3,165.44
421,33,Female,100k+,Corporate,3,Pilates,2,Yes,2,Odor,No,8,Sensitive,5,3,4,3,3,5,292.85,1,25-35,4,5,4,4,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,37,4,273.64
422,19,Female,30k-50k,Student,6,Yoga,2,Yes,5,Tightness,1,7,Normal,5,4,4,3,3,5,240.99,1,15-25,1,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,26,7,264.15
423,32,Female,100k+,Entrepreneur,2,Pilates,2,Yes,2,Odor,No,7,Normal,5,2,3,2,3,5,326.7,1,25-35,2,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,53,3,253.93
424,24,Male,30k-50k,Blue_Collar,6,Weights,3,Yes,3,Blisters,0,6,0,3,5,3,2,3,3,117.49,0,Under_15,1,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,35,3,118.9
425,28,Male,50k-100k,Corporate,2,Cardio,2,No,5,Odor,0,7,0,2,4,4,5,2,3,166.44,1,15-25,3,1,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,Yes,No,Yes,No,No,Yes,Disposable_Socks; Gym_Bag; Body_Wipes; Disposable_Underwear; Muscle_Recovery_Balm,40,2,114.53
426,32,Male,50k-100k,Corporate,2,Cardio,2,Yes,4,Odor,0,6,0,3,4,5,4,3,2,189.49,1,25-35,1,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,No,Yes,Yes,Yes,No,No,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Disposable_Underwear,50,1,142.57
427,21,Female,30k-50k,Student,5,Pilates,2,No,2,Tightness,1,8,Normal,5,4,4,4,5,4,228.01,1,25-35,3,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,No,Yes,No,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert,25,4,204.59
428,21,Female,Under_30k,Student,7,Yoga,2,Yes,2,Tightness,1,9,Sensitive,4,3,5,3,4,4,245.76,1,15-25,5,5,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,No,No,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Foot_Powder_Insert,25,7,249.71
429,13,Female,Under_30k,Student,6,Yoga,2,Yes,4,Tightness,1,7,Sensitive,4,4,4,3,5,4,211.11,1,15-25,3,5,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,No,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,28,6,231.71
430,29,Female,100k+,Entrepreneur,3,Yoga,2,Yes,1,Blisters,No,7,Normal,4,3,2,4,4,3,314.36,1,35+,4,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,No,No,Yes,Yes,Yes,No,Disposable_Socks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,40,4,314.76
431,23,Female,30k-50k,Student,5,Weights,3,Yes,4,Blisters,0,6,0,4,5,3,2,3,2,92.51,0,Under_15,3,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Gym_Bag; Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,35,3,121.37
432,29,Female,50k-100k,Corporate,2,Yoga,2,No,2,Odor,No,7,Sensitive,4,3,3,3,4,4,279.38,1,25-35,5,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,52,3,268.38
433,25,Male,30k-50k,Corporate,5,Weights,3,Yes,4,Blisters,0,4,0,3,5,2,1,3,1,127.59,0,Under_15,2,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,Yes,No,No,No,Yes,Yes,Yes,Sweat_Towel; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,42,2,61.01
434,24,Male,Under_30k,Student,3,Yoga,2,No,2,Tightness,1,9,Sensitive,5,3,4,4,4,4,295.5,1,15-25,4,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,No,Yes,Yes,No,Yes,Yes,No,No,Disposable_Socks; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert,47,3,191.69
435,35,Male,50k-100k,Corporate,4,Yoga,2,Yes,2,Odor,Yes,7,Sensitive,4,2,3,3,4,5,312.3,1,35+,3,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,Yes,No,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert,45,6,394.02
436,30,Male,100k+,Corporate,2,Cardio,2,Yes,5,Odor,0,7,0,3,3,4,4,3,2,177.88,1,15-25,4,2,3,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,Yes,No,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Body_Wipes; Disposable_Underwear; Blister_Plasters,40,4,195.04
437,19,Female,30k-50k,Student,5,Pilates,2,No,1,Tightness,1,8,Normal,4,4,4,4,4,4,189.74,1,15-25,2,4,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,No,Yes,Yes,Yes,No,No,Yes,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Muscle_Recovery_Balm,43,4,191.92
438,32,Male,100k+,Corporate,4,Cardio,2,Yes,4,Odor,0,7,0,4,3,5,4,3,3,127.85,1,15-25,1,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear,48,2,108.84
439,30,Male,100k+,Corporate,3,Cardio,2,Yes,4,Odor,0,7,0,3,3,5,5,3,3,175.7,1,25-35,2,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Disposable_Socks; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,49,2,126.63
440,27,Male,Under_30k,Blue_Collar,4,Weights,3,No,1,Blisters,0,4,0,3,4,3,1,3,2,136.55,0,Under_15,3,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,No,No,No,No,No,Shaker_Bottle,42,2,75.61
441,28,Female,100k+,Entrepreneur,4,Yoga,2,Yes,2,Blisters,Yes,10,Normal,4,1,3,3,4,5,309.59,1,35+,3,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,37,5,314.54
442,33,Male,100k+,Entrepreneur,4,Pilates,2,Yes,2,Odor,No,9,Normal,4,2,4,4,3,5,400.72,1,25-35,2,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,49,5,327.34
443,28,Female,100k+,Corporate,1,Pilates,2,No,1,Blisters,No,7,Normal,5,2,3,4,4,4,300.64,1,25-35,3,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,No,No,Yes,No,No,Yes,Yes,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Blister_Plasters; Muscle_Recovery_Balm,70,3,246.75
444,18,Male,Under_30k,Student,5,Weights,3,Yes,5,Blisters,0,3,0,4,4,2,2,4,2,106.07,0,Under_15,2,2,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,No,No,Yes,No,No,Shaker_Bottle; Foot_Powder_Insert,36,4,104.92
445,20,Male,30k-50k,Blue_Collar,6,Weights,3,No,4,Blisters,0,6,0,3,4,2,2,4,1,167.42,0,15-25,1,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,Yes,No,Yes,Yes,No,No,Shaker_Bottle; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert,45,4,144.2
446,25,Male,50k-100k,Corporate,2,Cardio,2,Yes,5,Odor,0,5,0,4,4,5,5,2,3,208.03,1,25-35,3,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,46,3,195.69
447,24,Male,Under_30k,Student,7,Weights,3,Yes,5,Blisters,0,5,0,3,5,3,2,5,2,105.25,0,Under_15,2,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,No,Yes,Yes,Yes,Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,41,4,117.08
448,32,Female,100k+,Corporate,4,Cardio,2,Yes,5,Odor,0,7,0,4,3,4,5,2,3,139.24,1,15-25,1,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,48,3,132.13
449,23,Male,50k-100k,Corporate,3,Cardio,2,Yes,4,Odor,0,7,0,3,3,5,5,3,2,218.36,1,15-25,2,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,55,1,124.65
450,40,Male,50k-100k,Corporate,1,Cardio,2,Yes,4,Odor,0,5,0,4,4,4,4,2,4,238.1,1,25-35,4,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Foot_Powder_Insert; Blister_Plasters,28,2,188.3
451,23,Female,100k+,Corporate,3,Cardio,2,Yes,5,Odor,0,7,0,4,4,4,5,3,2,197.7,1,15-25,4,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,38,5,206.84
452,25,Male,100k+,Corporate,3,Cardio,2,Yes,4,Odor,0,6,0,3,2,4,5,3,3,186.82,1,25-35,4,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,35,3,184.69
453,25,Female,30k-50k,Blue_Collar,6,Weights,3,Yes,2,Blisters,0,5,0,2,4,2,2,4,1,111.97,0,Under_15,2,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,No,Yes,No,No,Yes,No,Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Blister_Plasters,38,3,78.03
454,24,Female,100k+,Entrepreneur,4,Yoga,2,Yes,2,Blisters,No,9,Sensitive,4,2,3,3,4,5,383.66,1,25-35,3,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,35,5,335.54
455,31,Female,100k+,Corporate,2,Pilates,2,Yes,3,Odor,No,7,Normal,5,2,4,4,4,5,309.49,1,35+,4,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,No,Yes,No,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,41,3,276.18
456,23,Male,30k-50k,Corporate,6,Weights,3,No,4,Blisters,0,3,0,3,4,2,3,4,1,121.65,0,Under_15,1,1,2,3,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Gym_Bag; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,46,2,72.66
457,29,Female,50k-100k,Corporate,3,Yoga,2,Yes,3,Odor,Yes,7,Sensitive,4,3,4,4,3,4,440.62,1,35+,4,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,58,5,440.38
458,34,Male,50k-100k,Entrepreneur,2,Yoga,2,Yes,1,Odor,Yes,8,Normal,4,2,4,4,3,5,375.72,1,35+,4,5,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,No,No,Yes,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Blister_Plasters,24,4,361.33
459,32,Female,100k+,Entrepreneur,3,Yoga,2,Yes,2,Odor,No,8,Sensitive,4,2,3,4,3,4,352.44,1,25-35,4,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,40,4,312.61
460,26,Male,30k-50k,Blue_Collar,4,Weights,3,Yes,5,Blisters,0,5,0,3,4,3,2,4,1,161.99,0,Under_15,1,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,Yes,Yes,Yes,No,Yes,Yes,Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,51,1,121.49
461,18,Female,Under_30k,Student,3,Pilates,2,No,2,Tightness,1,8,Sensitive,4,3,5,4,4,5,232.57,1,15-25,4,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,No,Yes,Yes,No,No,No,No,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks,43,4,220.05
462,29,Male,100k+,Corporate,3,Cardio,2,No,5,Odor,0,7,0,3,3,5,4,3,2,228.14,1,25-35,5,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,38,4,255.42
463,34,Female,100k+,Corporate,4,Yoga,2,Yes,2,Odor,No,7,Sensitive,4,2,3,4,4,5,358.47,1,25-35,2,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,No,No,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes,32,4,304.88
